"종목명","종목코드","시장","주주/제출인","제출인성격","직전보유비율","이번보유비율","지분율증감","지분변동주식수","보고사유","지분변동금액","원문URL"
"더코디","224060","KOSDAQ","진종필","부사장 · 비등기임원","0","0.12","▲0.12%p","+6,010주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000293"
"더코디","224060","KOSDAQ","최현준","대표이사 · 등기임원","0","0.08","▲0.08%p","+4,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000383"
"동양","001520","KOSPI","황이석","사외이사 · 등기임원","0.05","0.05","0%p","+3,931주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000073"
"동국알앤에스","075970","KOSDAQ","권선환","이사 · 비등기임원","0.01","0.02","▲0.01%p","+2,800주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000118"
"동양","001520","KOSPI","황병욱","상무 · 비등기임원","0.02","0.02","0%p","+2,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000100"
"더코디","224060","KOSDAQ","김현진","부사장 · 비등기임원","0","0.04","▲0.04%p","+2,300주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000308"
"동양","001520","KOSPI","권오정","전무 · 비등기임원","0.01","0.01","0%p","+1,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000075"
"동양","001520","KOSPI","배현석","전무 · 비등기임원","0.02","0.02","0%p","+1,500주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000089"
"오브젠","417860","KOSDAQ","강인구","상무 · 비등기임원","0.03","0","▼0.03%p","-1,342주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000276"
"동양","001520","KOSPI","고현구","상무 · 비등기임원","0.01","0.01","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000074"
"동양","001520","KOSPI","이동호","상무보 · 비등기임원","0.03","0.04","▲0.01%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000091"
"동양","001520","KOSPI","안준수","상무 · 비등기임원","0.01","0.01","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000090"
"동양","001520","KOSPI","최재권","상무보 · 비등기임원","0.01","0.01","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000099"
"동양","001520","KOSPI","조승범","상무보 · 비등기임원","0.02","0.02","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000097"
"동양","001520","KOSPI","정원영","상무 · 비등기임원","0.02","0.02","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000094"
"동양","001520","KOSPI","이종면","상무보 · 비등기임원","0.03","0.04","▲0.01%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000092"
"동양","001520","KOSPI","황부익","상무 · 비등기임원","0.03","0.03","0%p","+1,000주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000102"
"셀레믹스","331920","KOSDAQ","이상석","이사 · 비등기임원","0.11","0.11","0%p","+910주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000020"
"유안타증권","003470","KOSPI","뤄즈펑","사장 · 등기임원","0.01","0.01","0%p","+906주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000337"
"플레이위드","023770","KOSDAQ","김정훈","상무이사 · 등기임원","0.11","0.11","0%p","+248주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000114"
"POSCO홀딩스","005490","KOSPI","김준기","독립이사 · 등기임원","0","0","0%p","+36주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000268"
"POSCO홀딩스","005490","KOSPI","유영숙","독립이사 · 등기임원","0","0","0%p","+32주","임원·주요주주 소유상황 변동","-","https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260903000243"
